"BusinessId","Stars","ReviewCount","PriceRange","WiFi","BikeParking","BusinessParking","WheelchairAccessible","DogsAllowed","AcceptsCreditCards","AcceptsBitcoin","TableService","Delivery","TakeOut","Caters","Reservations","OutdoorSeating","GoodForGroups","Ambience","Attire","Alcohol","HappyHour","HasTV","NoiseLevel","GoodForMeal","Categories"
"vtGxOG7DVS7ftBzRW94uDA","4.5","71","1","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","False","False","False","{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","'casual'","'none'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Chinese, Restaurants"
"-YG4SaXqaF2hIcH_7pvKyw","4","7","1","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","False","True","True","False","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","'casual'","'none'","","True","'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Fast Food, Sandwiches, Vegetarian"
"nB822zOWVoq0inSeCwlAvg","3.5","13","2","u'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","True","False","False","{'touristy': None, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}","u'casual'","u'none'","","True","u'very_loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Pizza"
"2asJIkOlJsO1e1PHt99SaA","3.5","55","2","'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","True","","","True","True","","True","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","'casual'","'full_bar'","True","True","'average'","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Bars, Canadian (New), Comfort Food, American (New), Cocktail Bars, Nightlife"
"XjWUM-kDvPF4-iIUsgkpwg","3","5","1","","","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","True","True","","False","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","'casual'","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Sandwiches, Fast Food"
"sHoiDH1EHmqC78KFtovOtw","4","20","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","True","True","True","","False","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","'casual'","u'full_bar'","True","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Salad, Cocktail Bars, Mediterranean, Nightlife, Bars, Restaurants"
"Na1zb2ndgZVApd1IV-Ti8g","2.5","27","2","u'no'","False","","","","","","","False","True","","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","'none'","","True","u'loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Hot Dogs, Sandwiches, Burgers"
"EGp24Ifh3dltG5tEcJrJqA","4.5","111","4","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","False","False","True","False","False","{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","u'dressy'","u'full_bar'","","True","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","American (New), Sushi Bars, Seafood, Vegetarian, Restaurants, Canadian (New)"
"JGZbGEKXmZ7OeqjYaGp4bw","4.5","11","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","True","{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}","u'casual'","","","","","","Beer Bar, Tapas/Small Plates, Restaurants, Cocktail Bars, Nightlife, Bars"
"Dbg9GULVIssU7ZaZbXFu8w","3.5","14","1","u'free'","","","","","","","","True","True","","True","False","True","","'casual'","","","True","","","Restaurants, Chinese"
"B1Fts0_t8p4EWYvHDfMZnA","3","7","1","","","","","","","","","False","True","","False","","False","","'casual'","","","True","","","Food, Korean, Restaurants"
"etQ87KbL8L9Dajgy0ecVOA","4.5","35","","u'free'","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","","","True","False","True","True","True","False","True","{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}","u'casual'","u'none'","","True","u'average'","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}","Restaurants, Vietnamese"
"m03YAzlpWtK1FvZQdVap3Q","4.5","119","2","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","","","False","True","True","True","False","True","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","'casual'","'none'","False","False","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Patisserie/Cake Shop, Cafes, Bakeries, Desserts, Restaurants, Gluten-Free, Food, Coffee & Tea"
"prD-JYDNBLnMzxATF7G7Mw","2.5","30","1","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'none'","","True","u'very_loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}","Fast Food, Burgers, Coffee & Tea, Food, Restaurants"
"R5G-LpFh2mLUCAOxbvP0eQ","4","267","1","u'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","","","False","False","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': True}","u'casual'","u'none'","False","True","u'average'","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Donuts, Chinese, Sandwiches, Food, Burgers, Restaurants, Mexican, Cambodian, Comfort Food, Vietnamese"
"6TKBa-kO_9su8XdjkYltTA","3.5","17","1","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","True","","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","'none'","","True","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Indian, Restaurants, Desserts, Food"
"s_Wc0w6NA4KzRwEG27SL5Q","3.5","173","2","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","True","True","True","False","True","True","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","u'casual'","u'full_bar'","True","False","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Pizza, Cafes, Italian"
"XvyRs_w4NTGitu1mjedmxA","3.5","31","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","False","False","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'full_bar'","True","True","u'average'","","Sandwiches, Bars, Pubs, Nightlife, Restaurants"
"fY8Kmm3c24dYpglY7mVFsw","1.5","19","1","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","True","True","","False","","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","'casual'","'none'","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Chicken Wings, Fast Food, Mexican, Restaurants"
"A8hVxM1ZmH7R6OOnG-m3oA","2","34","2","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","False","","","","","","","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Pizza, Food Delivery Services, Chicken Wings, Food, Italian, Restaurants"
"VHvlre6m3-oUlixGLlOnRA","3.5","582","2","u'no'","False","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","True","","","False","False","True","False","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'none'","","False","u'loud'","{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Local Flavor, Food Stands, Food, Street Vendors, Chinese"
"2MYEt9bBWcOICeLdv0d2Ww","3","76","2","u'free'","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","","","False","True","False","True","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'none'","","True","u'average'","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Food, Taiwanese, Coffee & Tea, Restaurants"
"fmxsSXv9IlSBshPQqP3LCQ","4","66","2","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","True","False","True","","False","False","True","{'touristy': None, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}","u'casual'","","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Chinese, Restaurants, Noodles, Korean"
"eFPc3RE4I9Ljhbg-pHii0g","2.5","5","1","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","","False","True","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","'casual'","u'none'","","True","","","Cafes, Restaurants"
"sz2eLUlDS6H0ict-qeyLHg","4","117","2","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","","","True","True","True","True","True","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","u'casual'","u'none'","False","True","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Sushi Bars, Restaurants, Japanese"
"4i6z8uNsWRHn5IUBQ7d7Iw","3.5","91","2","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","False","","","","True","True","True","True","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'beer_and_wine'","","False","u'average'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}","Restaurants, Chinese"
"KfXBoMeZBC22VHL4GRt-8g","4","160","2","u'no'","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","","","False","True","True","","False","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","u'casual'","u'none'","False","False","u'average'","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}","Malaysian, Restaurants"
"_e56IaLWRU9RTdRDbqtLEg","3.5","79","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","","","True","False","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'beer_and_wine'","","True","u'average'","","Restaurants, Salvadoran, Latin American, Mexican"
"brHv9OCbXmhrzpeDzeyGrw","4","77","1","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","True","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","'none'","","True","u'loud'","{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}","Restaurants, Turkish, Arabian, Halal, Middle Eastern"
"0-O48AXNnBxi4eW8LJaaKA","5","7","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","","","","","","","","","","","Restaurants, Falafel, Food, Donairs, Middle Eastern, Mediterranean"
"GEEb90TxCMrYcQJuIG408w","3.5","46","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","","","","","True","True","","True","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","u'casual'","u'beer_and_wine'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","Chinese, Restaurants"
"n8b7DoyIhF3ruHGZVKTTHg","3.5","36","1","'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","False","True","True","","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","u'none'","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Food, Restaurants, Food Delivery Services, Fast Food, Pizza"
"hZgVK6dtqwiIbHxs-yeucA","2.5","12","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","","","","","","","","","","","Restaurants, Food, Food Delivery Services, Pizza"
"Pf75K2h3UnqsPicZvs81dQ","2.5","28","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","","","True","True","True","True","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","'casual'","u'full_bar'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Fish & Chips, Tapas/Small Plates, Restaurants, Comfort Food"
"z2M4YI-Z8g5w0qzxs0_O9w","3.5","7","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Salad, Tex-Mex, Fast Food, Restaurants, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Vegetarian, Food"
"R3ZQmdZWjwujkwN7UmAJng","3.5","15","1","u'no'","","{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}","","","","","","False","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","u'none'","","False","u'quiet'","","Japanese, Restaurants"
"NIhqNI90BS7IkUSj9FjnJw","4","112","2","u'free'","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","True","None","True","False","True","None","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","'casual'","'beer_and_wine'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Ramen, Korean, Japanese, Restaurants"
"ZmucrqmsbqFhjbOzxsPisg","2.5","6","","","","","","","","","","","True","","","","","","","","","","","","Coffee & Tea, Sandwiches, Restaurants, Food, Creperies"
"UIxbtBAnmMKR-OjhG3KRIw","3","17","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","True","","","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","","","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Mexican, Restaurants, Tex-Mex, Fast Food"
"m4Blv-qvpw0AMwRT6S1AlA","4","16","","u'free'","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","True","True","True","True","True","","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","u'full_bar'","","False","","","Mediterranean, Pizza, Greek, Restaurants"
"AF4c_vN-Be8K7x4IfYFW7A","4","22","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","False","","","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Italian, Restaurants, Fast Food"
"7uKsQMaXfEufNEyXMCgy0w","3.5","51","2","u'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","","","True","True","True","False","True","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","u'casual'","u'full_bar'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","Korean, Sushi Bars, Restaurants, Japanese"
"ghCJpnO_mBQXc0r7AU5X7w","3.5","190","2","u'free'","False","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","","","","True","True","True","True","True","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}","'casual'","u'full_bar'","","False","'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","Restaurants, Barbeque, Korean"
"tcQmB2QTnxdSUq8CHVUi3A","4","14","","","","","","","","","","True","True","","","","","","","","True","","","","Middle Eastern, Mediterranean, Restaurants"
"vPilJXGRLxS4r_Ot4lnmpw","2.5","100","2","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","True","True","True","True","True","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","u'casual'","u'full_bar'","True","True","'average'","{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","Gluten-Free, Salad, Pizza, Restaurants, American (Traditional)"
"93GGn9AxFgUIsrGL_ZOE5g","4","40","2","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","True","True","False","True","{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","u'full_bar'","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Food, Italian, Specialty Food"
"yhgTrmWo-GE_4JP36ZGlJA","3.5","19","1","'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","","","False","True","True","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","u'casual'","","","True","u'quiet'","","Chinese, Breakfast & Brunch, Restaurants"
"KEloJNHTaE-OLkvWIrqgjA","3.5","6","","","","","","","","","","True","True","","","","","","","","","","","","Poke, Hawaiian, Restaurants, Live/Raw Food, Food"
"btfq1h29spNPLu88d0W73g","3.5","43","","u'no'","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","","","","True","True","True","","True","True","","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","u'full_bar'","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Burgers"
"PTpsK6L6ROGlyPY8pXidgQ","4","41","1","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","'casual'","u'none'","","True","u'average'","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}","Restaurants, Food, Creperies"
"ADl4syaIa_ruXpu5T-g7OA","3.5","28","2","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","","True","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","'casual'","'none'","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Coffee & Tea, Cafes, Food, Restaurants"
"chucQ4h98spUmknWQHJ6lA","4","164","2","'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","False","","","","True","True","False","","True","","","","","","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Juice Bars & Smoothies, Desserts, Food, Restaurants, Coffee & Tea, Bubble Tea, Cafes"
"wkYKsZ138ibaChNqCP3nzQ","2.5","39","1","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","False","True","","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","'casual'","u'full_bar'","","True","u'loud'","","Nightlife, Restaurants, Pubs, Canadian (New), Bars"
"NnZjm6U6hE6jc_W4pwb9Kw","4.5","18","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","True","True","","False","","True","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","","","True","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Korean, Asian Fusion, Chinese"
